"type","generator","copyright","timestamp","features__type","features__properties__@id","features__properties__created_by","features__properties__leisure","features__geometry__type","features__geometry__coordinates__001","features__geometry__coordinates__002","features__id","features__properties__access","features__properties__name","features__properties__operator","features__properties__layer","features__properties__source","features__properties__natural","features__properties__tourism","features__properties__amenity","features__properties__website","features__properties__equipment","features__properties__shade","features__properties__wheelchair","features__properties__addr:city","features__properties__addr:housenumber","features__properties__addr:postcode","features__properties__addr:street","features__properties__phone","features__properties__opening_hours","features__properties__wikidata","features__properties__wikipedia","features__properties__name:en","features__properties__surface","features__properties__playground:theme","features__properties__addr:province","features__properties__description","features__properties__fee","features__properties__indoor"
"","","","","Feature","node/2017956014","","playground","Point","145.0610273","-37.7937884","node/2017956014","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2024138706","","playground","Point","145.0077732","-37.7686841","node/2024138706","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2024377111","","playground","Point","144.7268206","-37.5897737","node/2024377111","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2033235671","","playground","Point","145.2571088","-37.7738049","node/2033235671","","Warranwood Reserve Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2033282324","","playground","Point","145.2692103","-37.7840758","node/2033282324","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2039254996","","playground","Point","145.0729867","-37.8724759","node/2039254996","","","","","Bing background imagery","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2039254998","","playground","Point","145.0733568","-37.8722727","node/2039254998","","","","","Bing background imagery","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2039254999","","playground","Point","145.0730376","-37.873308","node/2039254999","","","","","Bing background imagery","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2050535705","","playground","Point","145.2533951","-37.7941391","node/2050535705","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2052617634","","playground","Point","145.0682565","-37.7228997","node/2052617634","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2067561714","","playground","Point","145.3167626","-37.7802579","node/2067561714","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2067699618","","playground","Point","145.2850536","-37.7801299","node/2067699618","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2077129158","","playground","Point","145.0818644","-37.8576091","node/2077129158","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2077136067","","playground","Point","145.111024","-37.8521349","node/2077136067","","Sinnott Street Reserve","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2085252433","","playground","Point","145.1702156","-37.7604551","node/2085252433","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2086398971","","playground","Point","144.9811112","-37.799317","node/2086398971","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2110514566","","playground","Point","144.8490532","-37.7718414","node/2110514566","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2111447266","","playground","Point","145.0705735","-37.716674","node/2111447266","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2117168370","","playground","Point","145.2258442","-37.9958455","node/2117168370","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2120292542","","playground","Point","145.0874211","-37.9989692","node/2120292542","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2120514587","","playground","Point","145.0969805","-38.0023488","node/2120514587","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2121813847","","playground","Point","145.2733058","-37.9237505","node/2121813847","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2124712625","","playground","Point","145.3565785","-37.805369","node/2124712625","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2124712639","","playground","Point","145.3550469","-37.8096136","node/2124712639","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2125873278","","playground","Point","145.312394","-37.786057","node/2125873278","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2125895416","","playground","Point","145.3570688","-37.8020934","node/2125895416","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2130274743","","playground","Point","145.0696402","-37.7269984","node/2130274743","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2133530363","","playground","Point","145.0827947","-37.9382382","node/2133530363","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2133630027","","playground","Point","145.0220427","-37.9267556","node/2133630027","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2143930383","","playground","Point","145.2499782","-37.8470809","node/2143930383","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2148534929","","playground","Point","144.990242","-37.801352","node/2148534929","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2148623566","","playground","Point","144.98869","-37.792333","node/2148623566","private","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2155467105","","playground","Point","144.9307643","-37.7560306","node/2155467105","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2179041831","","playground","Point","145.1599395","-37.9039948","node/2179041831","","Village Green Hotel","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2179074442","","playground","Point","145.0727879","-37.8386484","node/2179074442","","Frog Hollow Reserve Playground","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2180574536","","playground","Point","145.0932061","-38.0023832","node/2180574536","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2182908994","","playground","Point","144.9818901","-37.8117439","node/2182908994","","Dragon Slide","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2184616689","","playground","Point","145.0235381","-37.8253825","node/2184616689","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2263700782","","playground","Point","144.9610287","-37.6925683","node/2263700782","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2266638015","","playground","Point","145.0674918","-37.6016799","node/2266638015","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2273332102","","playground","Point","145.010536","-37.812536","node/2273332102","","Småland - The Magic Forest","IKEA","","","","","","http://www.ikea.com.au","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2274667120","","playground","Point","144.8965109","-37.6744501","node/2274667120","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2274667132","","playground","Point","144.8966603","-37.6747497","node/2274667132","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2274667171","","playground","Point","144.9005175","-37.6786849","node/2274667171","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2278549677","","playground","Point","145.0054647","-37.6852963","node/2278549677","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2278549730","","playground","Point","144.968846","-37.6950699","node/2278549730","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2281507127","","playground","Point","144.9976393","-37.6849644","node/2281507127","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2288833535","","playground","Point","144.7221323","-37.8628829","node/2288833535","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2296559427","","playground","Point","144.9945488","-37.826574","node/2296559427","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2296608753","","playground","Point","144.9998494","-37.822525","node/2296608753","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2296610784","","playground","Point","144.9911803","-37.8312108","node/2296610784","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2298355173","","playground","Point","145.0066885","-37.6616593","node/2298355173","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2298355197","","playground","Point","145.0082095","-37.6632894","node/2298355197","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2309459844","","playground","Point","145.1399698","-37.8250689","node/2309459844","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2309908832","","playground","Point","144.9731762","-37.6980182","node/2309908832","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2309908844","","playground","Point","144.9729317","-37.705429","node/2309908844","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2309908930","","playground","Point","144.9735863","-37.747348","node/2309908930","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2314276872","","playground","Point","145.0889553","-37.8219376","node/2314276872","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2317756877","","playground","Point","144.9895873","-37.8800053","node/2317756877","","","","","bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2321983113","","playground","Point","144.955692","-37.7437497","node/2321983113","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2325903776","","playground","Point","144.9317251","-37.7162888","node/2325903776","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2347267428","","playground","Point","144.9235597","-37.6593096","node/2347267428","","","","","bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2365322158","","playground","Point","145.218273","-37.8125268","node/2365322158","yes","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2376159337","","playground","Point","145.1663432","-37.7736539","node/2376159337","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2379950158","","playground","Point","145.1910426","-37.8109252","node/2379950158","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2382930059","","playground","Point","145.2672254","-37.8391806","node/2382930059","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2397927210","","playground","Point","144.777034","-37.7712542","node/2397927210","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2400448862","","playground","Point","144.9602038","-37.6968333","node/2400448862","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2401555655","","playground","Point","145.0055554","-37.6665294","node/2401555655","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2401555666","","playground","Point","145.0072548","-37.6667811","node/2401555666","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2401594053","","playground","Point","145.0276836","-37.6733883","node/2401594053","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2401594065","","playground","Point","145.0246812","-37.678559","node/2401594065","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2401594086","","playground","Point","145.0280786","-37.6805841","node/2401594086","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2401599982","","playground","Point","144.9981101","-37.6752485","node/2401599982","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2403807044","","playground","Point","145.0300859","-37.6763327","node/2403807044","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2403829643","","playground","Point","145.0389188","-37.6837759","node/2403829643","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2405970137","","playground","Point","145.0503795","-37.6750137","node/2405970137","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2408999033","","playground","Point","144.9936101","-37.667618","node/2408999033","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2410008565","","playground","Point","144.9890417","-37.6623855","node/2410008565","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2410034399","","playground","Point","144.996408","-37.6608952","node/2410034399","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2411558929","","playground","Point","145.0967365","-37.9881744","node/2411558929","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2411561121","","playground","Point","145.0957092","-37.9948415","node/2411561121","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2417681167","","playground","Point","145.0676626","-37.9252232","node/2417681167","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2420387455","","playground","Point","145.0078724","-37.9446682","node/2420387455","","","","","bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2420389074","","playground","Point","145.0073909","-37.9380138","node/2420389074","","","","","bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2427785011","","playground","Point","145.1910376","-37.8176836","node/2427785011","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2430693360","","playground","Point","144.9227141","-37.7278679","node/2430693360","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2432286987","","playground","Point","144.928036","-37.7207126","node/2432286987","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2432340063","","playground","Point","144.9352777","-37.755458","node/2432340063","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2435367977","","playground","Point","144.9894003","-37.698395","node/2435367977","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2435368015","","playground","Point","144.9948233","-37.7007659","node/2435368015","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2436330537","","playground","Point","145.0619205","-37.6831408","node/2436330537","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2444151597","","playground","Point","145.2261341","-37.8012056","node/2444151597","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2444153497","","playground","Point","145.2185117","-37.800049","node/2444153497","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2450360401","","playground","Point","144.9233871","-37.7859382","node/2450360401","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2450390974","","playground","Point","145.0872736","-37.5912553","node/2450390974","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2450401186","","playground","Point","145.0966741","-37.5873629","node/2450401186","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2455521688","","playground","Point","145.1956966","-37.8352585","node/2455521688","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2456306654","","playground","Point","145.2483163","-37.7929426","node/2456306654","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2475095180","","playground","Point","145.0807978","-37.9106986","node/2475095180","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2477849380","","playground","Point","144.9883875","-37.7270325","node/2477849380","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2479039980","","playground","Point","144.9721187","-37.6736715","node/2479039980","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2479039995","","playground","Point","144.9651498","-37.6797092","node/2479039995","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2479040014","","playground","Point","144.9606521","-37.6872401","node/2479040014","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2479880613","","playground","Point","145.0599127","-37.9289678","node/2479880613","","","","","bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2483459528","","playground","Point","144.7760876","-37.8584833","node/2483459528","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2483459545","","playground","Point","144.7689792","-37.8602276","node/2483459545","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2483459560","","playground","Point","144.7740809","-37.8614783","node/2483459560","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2483459563","","playground","Point","144.7688412","-37.8615682","node/2483459563","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2483459650","","playground","Point","144.7720003","-37.8628646","node/2483459650","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2484610453","","playground","Point","144.9955245","-37.7336362","node/2484610453","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2484908489","","playground","Point","145.3738846","-37.6563076","node/2484908489","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2484982158","","playground","Point","144.9893953","-37.7312048","node/2484982158","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2486469741","","playground","Point","144.9608258","-37.6752336","node/2486469741","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2486469763","","playground","Point","144.9586515","-37.6765938","node/2486469763","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2488927384","","playground","Point","145.2265842","-37.7954872","node/2488927384","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2489651514","","playground","Point","144.953331","-37.7046145","node/2489651514","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2491188177","","playground","Point","144.9525571","-37.6681619","node/2491188177","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2492542208","","playground","Point","144.9320643","-37.6720444","node/2492542208","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2492542214","","playground","Point","144.9325689","-37.6723984","node/2492542214","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2500136207","","playground","Point","145.042061","-37.698179","node/2500136207","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2500136214","","playground","Point","145.0464549","-37.694971","node/2500136214","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2500346475","","playground","Point","144.9271101","-37.652371","node/2500346475","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2500355385","","playground","Point","144.9325946","-37.6540782","node/2500355385","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2508404042","","playground","Point","144.9256926","-37.7899978","node/2508404042","","","","","","","","","https://www.playgroundfinder.com/playground.php?playgroundid=2737","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2509900339","","playground","Point","145.1955238","-37.8025153","node/2509900339","","Hillcrest Reserve Playground","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2510303775","","playground","Point","145.0313535","-37.628402","node/2510303775","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2510303847","","playground","Point","145.0207608","-37.6363115","node/2510303847","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2514861715","","playground","Point","145.3161164","-37.9814425","node/2514861715","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2515698555","","playground","Point","144.7933521","-37.7645253","node/2515698555","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2521972803","","playground","Point","144.9088987","-37.5791772","node/2521972803","","","","","bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2523206329","","playground","Point","145.0191337","-37.653211","node/2523206329","","Play Ships","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2524262100","","playground","Point","144.8866825","-37.7974993","node/2524262100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2542741148","","playground","Point","144.9951337","-37.8485949","node/2542741148","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2558263380","","playground","Point","145.1508149","-37.8020375","node/2558263380","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2558295081","","playground","Point","145.1318866","-37.7771888","node/2558295081","","Ruffey Lake Park - The Boulevard Adventure Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2571159651","","playground","Point","144.9933361","-37.7681203","node/2571159651","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2571160407","","playground","Point","144.9970568","-37.7625326","node/2571160407","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2577421090","","playground","Point","144.7203523","-37.8924074","node/2577421090","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2594898632","","playground","Point","145.0524885","-37.9240559","node/2594898632","","","","","bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2604179327","","playground","Point","145.0537504","-37.6966947","node/2604179327","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2607731547","","playground","Point","145.0755162","-37.8019812","node/2607731547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2614438016","","playground","Point","145.1000306","-37.6109043","node/2614438016","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2614438019","","playground","Point","145.0997061","-37.6113463","node/2614438019","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2614438022","","playground","Point","145.0995505","-37.61158","node/2614438022","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2614438024","","playground","Point","145.0992501","-37.6123874","node/2614438024","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2614438027","","playground","Point","145.0989416","-37.6126997","node/2614438027","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2621587202","","playground","Point","145.010122","-37.8069159","node/2621587202","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2629677881","","playground","Point","144.9360279","-37.762133","node/2629677881","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2637878053","","playground","Point","144.8826906","-37.6757426","node/2637878053","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2637878180","","playground","Point","144.8880685","-37.6745474","node/2637878180","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2651865046","","playground","Point","144.9708559","-37.7438441","node/2651865046","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2655250044","","playground","Point","144.8625552","-37.7309432","node/2655250044","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2661379021","","playground","Point","145.0116252","-37.7061856","node/2661379021","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2666961575","","playground","Point","144.9921258","-37.7299924","node/2666961575","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2670100906","","playground","Point","145.0092256","-37.8116622","node/2670100906","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2672415605","","playground","Point","144.877063","-37.6816721","node/2672415605","","Evita Terrace Reserve Playspace","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2674416303","","playground","Point","144.877739","-37.7406187","node/2674416303","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2687912542","","playground","Point","145.077819","-37.824984","node/2687912542","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2697249456","","playground","Point","145.1813971","-37.9788126","node/2697249456","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2699195727","","playground","Point","145.0096409","-37.8285006","node/2699195727","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2699912769","","playground","Point","144.9953229","-37.697981","node/2699912769","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2712339186","","playground","Point","145.2679011","-37.8150294","node/2712339186","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2720673208","","playground","Point","145.2756742","-37.8515452","node/2720673208","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2720691227","","playground","Point","145.2821812","-37.8593936","node/2720691227","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2720708206","","playground","Point","145.239392","-37.8227597","node/2720708206","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2722407568","","playground","Point","144.8290207","-37.7988368","node/2722407568","","Buckingham Reserve Playground and Park","","","","","","","","","","yes","","","","","","","","","","","","","","",""
"","","","","Feature","node/2722408224","","playground","Point","144.8142619","-37.7821225","node/2722408224","","Selwyn Park Playground","","","","","","","","","","yes","","","","","","","","","","","","","","",""
"","","","","Feature","node/2722408225","","playground","Point","144.840053","-37.7937401","node/2722408225","","Tom O'Brien Park Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2723232038","","playground","Point","144.8096988","-37.7860193","node/2723232038","","Collenso Street Reserve Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2760334367","","playground","Point","144.9960025","-37.8466613","node/2760334367","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2774230035","","playground","Point","144.9711377","-37.8182082","node/2774230035","","ArtPlay Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2776562857","","playground","Point","144.9892894","-37.8544276","node/2776562857","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2787586065","","playground","Point","145.2177562","-37.7740931","node/2787586065","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2792500833","","playground","Point","144.8250847","-37.7970008","node/2792500833","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2808902801","","playground","Point","145.0076804","-37.7584803","node/2808902801","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2808902812","","playground","Point","144.9974277","-37.7630303","node/2808902812","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2815160788","","playground","Point","145.2634822","-37.8342613","node/2815160788","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2815237449","","playground","Point","145.2575116","-37.8323971","node/2815237449","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2817087815","","playground","Point","144.7592154","-37.7512171","node/2817087815","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2817922868","","playground","Point","145.0544535","-37.6680967","node/2817922868","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2817922875","","playground","Point","145.0590386","-37.6688366","node/2817922875","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2817922891","","playground","Point","145.0689259","-37.6721423","node/2817922891","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2817925507","","playground","Point","145.0604198","-37.676524","node/2817925507","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2817925515","","playground","Point","145.0559661","-37.676735","node/2817925515","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2817925528","","playground","Point","145.0666046","-37.676894","node/2817925528","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2818093942","","playground","Point","145.0567421","-37.6601242","node/2818093942","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2818093953","","playground","Point","145.0547537","-37.6638469","node/2818093953","","","","","","","","","","","","","","","","","","","","","","","","","","",""
