,145.3393316,-38.026618,,,,,survey,,,,,,,,,,,,,,,,,
,145.3418659,-38.0391232,,no,electric,,,,,,,,,,,,,,,,,,,
,145.3417052,-38.0392436,,yes,electric,,,,,,,,,,,,,,,,,,,
,145.3188544,-37.5216166,,no,gas,,survey,,,,,,,,,,,,,,,,,
,144.9847709,-37.7800526,,,,,,,,,,,,,,,,,,,,,,
,144.9799483,-37.7802816,,,,,,,,,,,,,,,,,,,,,,
,145.4780219,-38.0844231,,no,electric,,,no,,,,,,,,,,,,,,,,
,144.9492172,-37.7929533,,,,,,,,,,,,,,,,,,,,,,
,145.4404647,-38.0649557,,no,electric,,,no,,,,,,,,,,,,,,,,
,144.8874457,-37.694539,,,,,,,,,,,,,,,,,,,,,,
,145.1582357,-38.152694,,no,electric,,,,,,,,,,,,,,,,,,,
,145.1584966,-38.15272,,no,electric,,,,,,,,,,,,,,,,,,,
,145.0535055,-37.8508708,,,,,,,,,,,,,,,,,,,,,,
,145.2079276,-37.9800751,,,,,,,,,,,,,,,,,,,,,,
,145.193,-37.6361388,,,,,,,,,,,,,,,,,,,,,,
,145.0126297,-37.7815042,,,,,survey,,,,,,,,,,,,,,,,,
,144.9237628,-37.7937827,,,,,,,,,,,,,,,,,,,,,,
,144.9236447,-37.7913239,,,,,,,,,,,,,,,,,,,,,,
,145.0999927,-37.7061173,,,,,bing,,,,,,,,,,,,,,,,,
,144.9361816,-37.7708881,,,,,,,public electric,,,,,,,,,,,,,,,
,144.9391857,-37.7539522,,no,electric,,,,free- public electric,not_working,,,,,,,,,,,,,,
,145.1025063,-37.6191573,,,,,,,,,,,,,,,,,,,,,,
,145.1025224,-37.6192592,,,,,,,,,,,,,,,,,,,,,,
,144.7430687,-37.8591998,,,,,,,,,,,,,,,,,,,,,,
,145.0266334,-37.7626762,,,,,,,,,,,,,,,,,,,,,,
,144.7189015,-38.171726,,,,,,,,,,,,,,,,,,,,,,
,145.0419029,-37.821207,,no,electric,,,,,,,,,,,,,,,,,,,
,145.2429367,-37.7904175,,yes,,,,,,,,,,,,,,,,,,,,
,145.3177085,-37.8888799,,no,electric,,survey,,,,,,,,,,,,,,,,,
,145.3178884,-37.8894002,,no,electric,,survey,,,,,,,,,,,,,,,,,
,145.3172956,-37.8901482,,no,electric,,survey,,,,,,,,,,,,,,,,,
,145.3172623,-37.8902858,,no,electric,,survey,,,,,,,,,,,,,,,,,
,145.0792213,-37.896187,,,electric,,,,,,,,,,,,,,,,,,,
,145.0791641,-37.8962108,,,,,,,,,2,name,electric,,,,,,,,,,,
,144.788819,-37.7671902,,,,,,,,,,,,,,,,,,,,,,
,145.1916888,-37.637773,,,,,,,,,,,,,,,,,,,,,,
,145.1331077,-37.9097203,,,,,survey,,,,,,,BBQ must be booked through F&S,,,,,,,,,,
,145.0074358,-37.7685404,,,,,,,,,,,,,,,,,,,,,,
,145.003986,-37.768849,,,,,,,,,,,,,,,,,,,,,,
,144.9790331,-37.7837463,,,,,survey,,,,,,,,,,,,,,,,,
,144.3562233,-38.1390831,,,,,,,,,,,,,,,,,,,,,,
,144.3565703,-38.1396226,,,,,,,,,,,,,,,,,,,,,,
,145.0749018,-37.8699436,,,,,Survey,,,,,,,,,,,,,,,,,
,145.0671486,-37.8711082,,,,,http://goo.gl/r97sM,,,,,,,,,,,,,,,,,
,145.1156129,-37.7534627,,,,,,,,,,,,,,,,,,,,,,
,145.1155968,-37.75366,,,,,,,,,,,,,,,,,,,,,,
,145.4403576,-37.9337538,,,,,local knowledge,,,,,,,,,,,,,,,,,
,144.991132,-37.801568,,,,,,,,,,,,,,,,,,,,,,
,144.9306997,-37.7558949,,,,,,,,,,,,,,,,,,,,,,
,144.4255895,-37.6156588,,,,,,,,,,,,,,,,,,,,,,
,144.4250745,-37.6156163,,,,,,,,,,,,,,,,,,,,,,
,144.9708756,-37.8017589,,,,,,,,,,,,,,,,,,,,,,
,144.5764652,-37.3856423,,,,,,,,,,,,,,,,,,,,,,
,144.9951994,-37.7402049,,,electric,,survey,,,,,,,,,,,,,,,,,
,144.9950827,-37.7420509,,,electric,,survey,,,,,,,,,,,,,,,,,
,144.9947681,-37.7413053,,yes,gas,,survey,,,,,,,,,,,,,,,,,
,144.9977351,-37.7418707,,,electric,,survey,,,,,,,,,,,,,,,,,
,145.5033211,-38.216037,,,,,,,,,,,,,,,,,,,,,,
,145.0674839,-37.601563,,,,,,,,,,,,,,,,,,,,,,
,145.2116291,-37.8109302,,,,,,,,,,,,,survey,,,,,,,,,
,145.0036566,-37.7904788,,,,,,,,,,,,,,,,,,,,,,
,144.9264671,-37.7882618,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.9313738,-37.7269911,,,,,,,,,,,,,,,,,,,,,,
,144.9938,-37.788665,,yes,,,,,,,,,,,,,,,,,,,,
,144.962232,-37.795982,,,,,,,,,,,,,,BBQ stove,,,,,,,,
,145.2183221,-37.8126415,,,,,,,,,,,,,,,,,,,,,,
,144.987449,-37.800763,,,,,,,,,,,,,,,,,,,,,,
,145.0253531,-37.8361279,,,,,,,,,,,,,,,,,,,,,,
,144.9605685,-37.720323,,no,electric,,,,,,,,,,,,,,,,,,,
,144.9969977,-37.6626609,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.9230226,-37.7857256,,,,,,,,,,,,,,,,,,,,,,
,145.0949783,-37.5873164,,,,,,,,,,,,,,,,,,,,,,
,145.1007645,-37.5917752,,,,,,,,,,,,,,,,,,,,,,
,145.0992345,-37.5929798,,,,,,,,,,,,,,,,,,,,,,
,144.9251665,-37.7138999,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.9853201,-37.6680842,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.893318,-37.6499084,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.9827295,-37.7335934,,no,electric,,,,,,,,,,,,,,,,,,,
,144.9656301,-37.679846,,yes,electric,,,,,,,,,,,,,,,,,,,
,145.1121602,-38.2066734,,no,,,,,,,,,,,,,,,,,,,,
,145.1125196,-38.2068695,,no,,,,,,,,,,,,,,,,,,,,
,145.2436801,-37.7904947,,,,,,,,,,,,,,,,,,,,,,
,144.3547671,-38.1274199,,,,,,,,,,,,,,,,,,,,,,
,144.922943,-37.6552677,,no,electric,,,,,,,,,,,,,,,,,,,
,145.2306446,-37.8237152,,,,,,,,,,,,,,,,,,,,,,
,144.8844797,-37.732167,,no,electric,,,,,,,,,,,,,,,,,,,
,144.8704871,-37.7258075,,,electric,,,,,,,,,,,,,,,,,,,
,145.1136984,-37.7168111,,no,,,survey,,,,,,,,,,,,,,,,,
,145.1738248,-37.8198678,,,,,,,,,,,,,,,,,,,,,,
,145.1973309,-37.8954088,,,,,,,,,,,,,,,,,,,,,,
,144.926738,-37.749049,,,,,,,,,,,,,,,,,,,,,,
,144.8855687,-37.6749274,,,,,,,,,,,,,,,,,,,,,,
,144.8786446,-37.6825876,,,,,,,,,,,,,,,,,,,,,,
,144.9127686,-37.7427578,,,,,,,,,,,,,,,,,,,,,,
,145.2010663,-37.9043478,,,,,,,,,,,,,,,,,,,,,,
,145.2006172,-37.9048302,,,,,,,,,,,,,,,,,,,,,,
,145.201134,-37.9049318,,,,,,,,,,,,,,,,,,,,,,
,144.8720885,-37.7489174,,,,,,,,,,,,,,,,,,,,,,
,144.8756994,-37.7369958,,,,,,,,,,,,,,,,,,,,,,
,144.8751295,-37.7390501,,,,,,,,,,,,,,,,,,,,,,
,144.8810102,-37.7468066,,,,,,,,,,,,,,,,,,,,,,
,144.8825954,-37.7431909,,,,,,,,,,,,,,,,,,,,,,
,144.8556633,-37.7390161,,,,,,,,,,,,,,,,,,,,,,
,144.892475,-37.7060182,,,,,,,,,,,,,,,,,,,,,,
,144.8995859,-37.7030501,,,,,,,,,,,,,,,,,,,,,,
,145.1392373,-37.914889,,,,,survey,,,,,,,,,,,,,,,,,
,144.8779535,-37.7406866,,,,,,,,,,,,,,Barbecue,,,,,,,,
,144.9972161,-37.80414,,,,,,,,,,,,,,,,,,,,,,
,144.9570652,-37.8216943,,,,,survey,,,,,,,,,,,,,,,,,
,145.009795,-37.8283805,,,,,,,,,,,,,,,,,,,,,,
,144.9119849,-37.7797705,,,,,,,,,,,,,,,,,,,,,,
,144.9123926,-37.7797747,,,,,,,,,,,,,,,,,,,,,,
,144.903418,-37.783475,,,,,,,,,,,,,,,,,,,,,,
,144.9896926,-37.7312759,,,electric,,,,,,,,,,,,,,,,,,,
,144.8995037,-37.7654941,,,,,,,,,,,,,,,,,,,,,,
,144.6474123,-37.8804736,,no,electric,,,,,,,,,,,,,,,,,,,
,144.991279,-37.6660723,,,electric,,,,,,,,,,,,,,,,,,,
,145.051433,-37.727922,,,,,,,,,,,,,,,,,,,,,,
,144.9789707,-37.7766855,,,electric,,,,,,,,,,,,,,,,,,,
,144.9654187,-37.7763324,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.7190459,-38.1715257,,,electric,,,,,,,,,,,,,,,,,,,
,144.719084,-38.1731515,,,electric,,,,,,,,,,,,,,,,,,,
,144.7142349,-38.17574,,,electric,,,,,,,,,,,,,,,,,,,
,144.36191,-38.0830313,,,,,,,,,,,,,,,,,,,,,,
,144.3619097,-38.0830403,,,,,,,,,,,,,,,,,,,,,,
,144.3619094,-38.0830493,,,,,,,,,,,,,,,,,,,,,,
,144.361909,-38.0830583,,,,,,,,,,,,,,,,,,,,,,
,144.3562747,-38.139142,,,electric,,,,,,,,,,,,,,,,,,,
,144.3573488,-38.1405829,,,electric,,,,,,,,,,,,,,,,,,,
,144.3415049,-38.1408114,,,electric,,,,,,,,,,,,,,,,,,,
,144.3414675,-38.1408806,,,electric,,,,,,,,,,,,,,,,,,,
,144.3468455,-38.1433779,,,electric,,,,,,,,,,,,,,,,,,,
,144.3717122,-38.1472381,,,electric,,,,,,,,,,,,yes,,,,,,,
,144.3722459,-38.1472877,,,electric,,,,,,,,,,,,,,,,,,,
,144.3788557,-38.1477736,,,electric,,,,,,,,,,,,,,,,,,,
,144.3788238,-38.1477812,,,electric,,,,,,,,,,,,,,,,,,,
,144.3521036,-38.1558156,,,electric,,,,,,,,,,,,,,,,,,,
,144.3359384,-38.1647656,,,electric,,,,,,,,,,,,,,,,,,,
,144.3361806,-38.164803,,,electric,,,,,,,,,,,,,,,,,,,
,144.3384501,-38.1660159,,,electric,,,,,,,,,,,,,,,,,,,
,144.3903098,-38.0213978,,,electric,,,,,,,,,,,,,,,,,,,
,144.4134448,-38.0369619,,,electric,,,,,,,,,,,,,,,,,,,
,144.5533885,-38.1613563,,,electric,,,,,,,,,,,,,,,,,,,
,144.5746135,-38.1689361,,,electric,,,,,,,,,,,,,,,,,,,
,144.5577072,-38.1796573,,,,,,,,,,,,,,,,,,,,,,
,144.4548783,-38.1875199,,,electric,,,,,,,,,,,,,,,,,,,
,144.4547677,-38.1878481,,,electric,,,,,,,,,,,,,,,,,,,
,144.454438,-38.188271,,,electric,,,,,,,,,,,,,,,,,,,
,144.4544817,-38.1882819,,,electric,,,,,,,,,,,,,,,,,,,
,144.372157,-38.0634232,,,,,,,,,,,,,,,,,,,,,,
,144.372131,-38.0634351,,,electric,,,,,,,,,,,,,,,,,,,
,144.3595115,-38.0735055,,,,,,,,,,,,,,,,,,,,,,
,144.3609267,-38.0906027,,,electric,,,,,,,,,,,,,,,,,,,
,144.3501374,-38.0910805,,,electric,,,,,,,,,,,,,,,,,,,
,144.3725129,-38.1006658,,,electric,,,,,,,,,,,,,,,,,,,
,144.3719937,-38.100876,,,electric,,,,,,,,,,,,,,,,,,,
,144.3594657,-38.1202423,,,electric,,,,,,,,,,,,,,,,,,,
,144.3571062,-38.1221769,,,electric,,,,,,,,,,,,,,,,,,,
,144.3571268,-38.1267599,,,electric,,,,,,,,,,,,,,,,,,,
,144.3564026,-38.1274465,,,electric,,,,,,,,,,,,,,,,,,,
,144.3939448,-38.1861524,,,,,,,,,,,,,,,,,,,,,,
,144.9595217,-37.7469856,,,electric,,,,,,,,,,,,,,,,,,,
,144.9729343,-37.7364602,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.997994,-37.798267,,,,,,,,,,,,,,,,,,,,,,
,145.1408259,-37.966841,,,,,,,,,,,,,,,,,,,,,,
,145.1411918,-37.9539922,,,,,,,,,,,,,,,,,,,,,,
,145.1409903,-37.9549523,,,,,,,,,,,,,,,,,,,,,,
,145.1318567,-37.9573175,,,,,,,,,,,,,,,,,,,,,,
,145.1913002,-38.1516752,,,,,,,,,,,,,,,,,,,,,,
,145.1525879,-38.1230525,,,,,,,,,,,,,,,,,,,,,,
,145.1524848,-38.1230547,,,,,,,,,,,,,,,,,,,,,,
,145.0519236,-37.7216273,,,,,,,,,,,,,,,,,,,,,,
,145.108299,-37.700534,,,electric,,,,,,,,,,,,,,,,,,,
,145.191286,-37.8110357,,no,electric,,,,,,,,,,,,,,,,,,,
,145.0809836,-37.6962156,,,electric,,,,,,,,,,,BBQ,,,,,,,,
,145.0813971,-37.6923588,,yes,electric,,,,,,,,,,,BBQ,,3087,Watsonia North,,,,,
,145.1944199,-37.896612,,,,,,,,,,,,,,,,,,,,,,
,145.010561,-37.798654,,,,,,,,,,,,,,,,,,,,,,
,145.01008,-37.798752,,,,,,,,,,,,,,,,,,,,,,
,145.010557,-37.798227,,,,,,,,,,,,,,,,,,,,,,
,145.1327697,-37.7769921,,no,electric,,,,,,,,Coin operated,,,BBQ,,,,,,,,
,144.9869298,-37.7810844,,,,,,,,,,,,,,,,,,,,,,
,144.9260142,-37.7977751,,,electric,,,,,,,,,,,,,,,,,,,
,145.038374,-37.886069,,,,,,,,,,,,,,,,,,,,,,
,145.0753594,-37.8020994,,no,electric,,,,,,,,,,,,,,,,,,,
,144.9659366,-37.7318076,,,,,,,,,,,,,,,,,,,,,,
,144.9689379,-37.7336785,,,,,,,,,,,,,,,,,,,,,,
,144.9714055,-37.7346012,,,,,,,,,,,,,,,,,,,,,,
,144.9690264,-37.7337591,,,,,,,,,,,,,,,,,,,,,,
,145.1412256,-37.7759702,,,electric,,,,,,,,,,,,,,,,,,,
,145.1412967,-37.7760288,,,electric,,,,,,,,,,,,,,,,,,,
,145.1411798,-37.7761421,,,electric,,,,,,,,,,,,,,,,,,,
,145.1334797,-37.7766411,,,electric,,,,,,,,,,,,,,,,,,,
,145.1333476,-37.7765094,,,electric,,,,,,,,,,,,,,,,,,,
,145.139437,-37.7341354,,no,electric,,,,,,,,,,,,,,,,,,,
,144.993117,-37.8036476,,,,,survey,,,,,,,,,,,,,,,,,
,145.4592491,-37.9307821,,,,,,,,,,,,,,,,,,,,,,
,145.4597382,-37.9301528,,,,,,,,,,,,,,,,,,,,,,
,145.2740091,-37.8338272,,yes,,,,,,,,,,,,,,,,,,,,
,145.1249107,-38.07216,,,,,,,,,,,,,,,,,,,,,,
,145.1156515,-38.1484114,,,,,,,,,,,,,,,,,,,,,,
,145.1170725,-38.1462626,,,,,,,,,,,,,,,,,,,,,,
,145.1169258,-38.1463034,,,,,,,,,,,,,,,,,,,,,,
,145.1158454,-38.1478167,,,,,,,,,,,,,,,,,,,,,,
,144.9545601,-37.7412575,,yes,electric,,,,,,,,,,,,,,,,,,,
,144.7584856,-37.7513161,,,,,,,,,,,,,,,,,,,,,,
,144.746417,-37.749874,,,,,,,,,,,,,,,,,,,,,,
,144.7308437,-37.729278,,,,,,,,,,,,,,,,,,,,,,
,145.2073457,-37.8157312,,,,,,,,,,,,,,,,,,,,,,
,144.8948896,-37.8684214,,,,,,,,,,,,,,,,,,,,,,
,144.8955709,-37.8687517,,,,,,,,,,,,,,,,,,,,,,
,144.9856162,-37.8168566,,,,,,,,,,,,,,,,,,,,,,
,144.985817,-37.8169354,,,,,,,,,,,,,,,,,,,,,,
,145.0319271,-37.9139125,,,,,,,,,,,,,,,,,,,,,,
,145.0315838,-37.914048,,,,,,,,,,,,,,,,,,,,,,
,144.9934669,-37.8909134,,,,,,,,,,,,,,,,,,,,,,
,144.9920078,-37.8857568,,,,,,,,,,,,,,,,,,,,,,
,145.0019223,-37.7404286,,,,,,,,,,,,,,,,,,,,,,
,145.381264,-37.8600768,,,,picnic_site,,,,,,,,,,Woolrich Lookout BBQ,,,,,,,,
,145.3812325,-37.8600343,,,,picnic_site,,,,,,,,,,Woolrich Lookout BBQ,,,,,,,,
,144.6776174,-37.462399,,,,,,,,,,,,,,,,,,,,,,
,144.9225587,-37.8394558,,,,,,,,,,,,,,,,,,Bing,,,,
,145.0157104,-37.819353,,,,,,,,,,,,,,,,,,,,,,
,145.0937844,-37.798157,,,,,,,,,,,,,,,,,,,,,,
,144.6899527,-37.4162569,,,,,,,,,,,,,,BBQ,,,,,,,,
,144.9518993,-37.8336938,,,,,,,,,,,,,,,,,,,,,,
,144.9427626,-37.8188432,,no,,,,,,,,,,,,,,,,,,,,
,145.6941838,-37.7522622,,,,,,,,,,,,,,,,,,,,,,
,145.0938346,-37.7980448,,,,,,,,,,,,,,,,,,,,,,
,145.0569603,-37.646483,,,,,,,,,,,,,,,,,,,,,,
,144.9650384,-37.7985614,,,,,,,,,,,,,,,,,,,,,,
,145.0798397,-37.8241793,,no,electric,,,,,,,,,,,,,,,,,,,
,144.9110768,-37.742624,,no,electric,,,,,,,,,,,,,,,,,,,
,145.2704019,-37.7742641,,,,,,,,,,,,,,,,,,,,,,
